Order ID,Product,Quantity Ordered,Order_Date,Purchase Address,Price,hour,Month,Year,Day,Month_name,City,TimeOfDay,Season,TotalPrice,profit
295707.0,Lightning Charging Cable,1,2019-12-07 11:01:00,"547 Ridge St, San Francisco, CA 94016",14.95,11,12,2019,Saturday,December,San Francisco,Morning,Fall,14.95,12.857
295708.0,27in FHD Monitor,1,2019-12-13 14:55:00,"846 9th St, Boston, MA 02215",149.99,14,12,2019,Friday,December,Boston,Afternoon,Fall,149.99,128.9914
295709.0,Bose SoundSport Headphones,1,2019-12-25 16:38:00,"662 6th St, San Francisco, CA 94016",99.99,16,12,2019,Wednesday,December,San Francisco,Afternoon,Fall,99.99,85.9914
295710.0,AAA Batteries (4-pack),1,2019-12-26 19:09:00,"729 Pine St, Atlanta, GA 30301",2.99,19,12,2019,Thursday,December,Atlanta,Evening,Fall,2.99,2.5714
295711.0,AAA Batteries (4-pack),2,2019-12-04 13:43:00,"489 Johnson St, San Francisco, CA 94016",2.99,13,12,2019,Wednesday,December,San Francisco,Afternoon,Fall,5.98,2.5714
295712.0,Macbook Pro Laptop,1,2019-12-10 20:02:00,"331 Madison St, New York City, NY 10001",1700.0,20,12,2019,Tuesday,December,New York City,Evening,Fall,1700.0,1462.0
295713.0,Bose SoundSport Headphones,1,2019-12-24 07:55:00,"490 Spruce St, New York City, NY 10001",99.99,7,12,2019,Tuesday,December,New York City,Morning,Fall,99.99,85.9914
295714.0,iPhone,1,2019-12-31 07:39:00,"826 Hickory St, Los Angeles, CA 90001",700.0,7,12,2019,Tuesday,December,Los Angeles,Morning,Fall,700.0,602.0
295715.0,USB-C Charging Cable,2,2019-12-17 18:20:00,"169 Maple St, Seattle, WA 98101",11.95,18,12,2019,Tuesday,December,Seattle,Afternoon,Fall,23.9,10.277
295716.0,20in Monitor,1,2019-12-03 23:28:00,"593 9th St, Los Angeles, CA 90001",109.99,23,12,2019,Tuesday,December,Los Angeles,Evening,Fall,109.99,94.5914
295717.0,Macbook Pro Laptop,1,2019-12-25 09:51:00,"82 10th St, San Francisco, CA 94016",1700.0,9,12,2019,Wednesday,December,San Francisco,Morning,Fall,1700.0,1462.0
295718.0,Lightning Charging Cable,1,2019-12-27 17:25:00,"785 Chestnut St, San Francisco, CA 94016",14.95,17,12,2019,Friday,December,San Francisco,Afternoon,Fall,14.95,12.857
295719.0,27in FHD Monitor,1,2019-12-24 18:51:00,"334 2nd St, Los Angeles, CA 90001",149.99,18,12,2019,Tuesday,December,Los Angeles,Afternoon,Fall,149.99,128.9914
295720.0,AA Batteries (4-pack),1,2019-12-17 22:52:00,"298 Ridge St, New York City, NY 10001",3.84,22,12,2019,Tuesday,December,New York City,Evening,Fall,3.84,3.3023999999999996
295721.0,34in Ultrawide Monitor,1,2019-12-08 18:22:00,"915 1st St, Seattle, WA 98101",379.99,18,12,2019,Sunday,December,Seattle,Afternoon,Fall,379.99,326.7914
295722.0,Wired Headphones,1,2019-12-08 23:46:00,"380 Lake St, San Francisco, CA 94016",11.99,23,12,2019,Sunday,December,San Francisco,Evening,Fall,11.99,10.3114
295723.0,AA Batteries (4-pack),1,2019-12-07 13:59:00,"530 Walnut St, Los Angeles, CA 90001",3.84,13,12,2019,Saturday,December,Los Angeles,Afternoon,Fall,3.84,3.3023999999999996
295724.0,AA Batteries (4-pack),2,2019-12-03 14:19:00,"570 Walnut St, Dallas, TX 75001",3.84,14,12,2019,Tuesday,December,Dallas,Afternoon,Fall,7.68,3.3023999999999996
295725.0,AAA Batteries (4-pack),3,2019-12-05 15:01:00,"911 River St, San Francisco, CA 94016",2.99,15,12,2019,Thursday,December,San Francisco,Afternoon,Fall,8.97,2.5714
295726.0,iPhone,1,2019-12-25 14:49:00,"203 Lakeview St, Boston, MA 02215",700.0,14,12,2019,Wednesday,December,Boston,Afternoon,Fall,700.0,602.0
295726.0,Lightning Charging Cable,1,2019-12-25 14:49:00,"203 Lakeview St, Boston, MA 02215",14.95,14,12,2019,Wednesday,December,Boston,Afternoon,Fall,14.95,12.857
295727.0,Bose SoundSport Headphones,1,2019-12-14 14:03:00,"5 Dogwood St, San Francisco, CA 94016",99.99,14,12,2019,Saturday,December,San Francisco,Afternoon,Fall,99.99,85.9914
295728.0,27in FHD Monitor,1,2019-12-21 19:21:00,"366 Washington St, New York City, NY 10001",149.99,19,12,2019,Saturday,December,New York City,Evening,Fall,149.99,128.9914
295729.0,34in Ultrawide Monitor,1,2019-12-28 21:58:00,"432 1st St, Dallas, TX 75001",379.99,21,12,2019,Saturday,December,Dallas,Evening,Fall,379.99,326.7914
295730.0,34in Ultrawide Monitor,1,2019-12-14 20:04:00,"574 West St, San Francisco, CA 94016",379.99,20,12,2019,Saturday,December,San Francisco,Evening,Fall,379.99,326.7914
295731.0,USB-C Charging Cable,1,2019-12-16 11:47:00,"33 9th St, San Francisco, CA 94016",11.95,11,12,2019,Monday,December,San Francisco,Morning,Fall,11.95,10.277
295732.0,Apple Airpods Headphones,1,2019-12-29 18:44:00,"860 Washington St, Boston, MA 02215",150.0,18,12,2019,Sunday,December,Boston,Afternoon,Fall,150.0,129.0
295733.0,27in FHD Monitor,1,2019-12-20 11:31:00,"228 5th St, Boston, MA 02215",149.99,11,12,2019,Friday,December,Boston,Morning,Fall,149.99,128.9914
295734.0,AAA Batteries (4-pack),1,2019-12-25 12:38:00,"453 Jackson St, Portland, OR 97035",2.99,12,12,2019,Wednesday,December,Portland,Morning,Fall,2.99,2.5714
295735.0,iPhone,1,2019-12-22 18:25:00,"374 Lincoln St, New York City, NY 10001",700.0,18,12,2019,Sunday,December,New York City,Afternoon,Fall,700.0,602.0
295735.0,Apple Airpods Headphones,1,2019-12-22 18:25:00,"374 Lincoln St, New York City, NY 10001",150.0,18,12,2019,Sunday,December,New York City,Afternoon,Fall,150.0,129.0
295735.0,Wired Headphones,1,2019-12-22 18:25:00,"374 Lincoln St, New York City, NY 10001",11.99,18,12,2019,Sunday,December,New York City,Afternoon,Fall,11.99,10.3114
295736.0,USB-C Charging Cable,2,2019-12-27 14:26:00,"523 Lincoln St, San Francisco, CA 94016",11.95,14,12,2019,Friday,December,San Francisco,Afternoon,Fall,23.9,10.277
295737.0,iPhone,1,2019-12-19 08:51:00,"966 10th St, Atlanta, GA 30301",700.0,8,12,2019,Thursday,December,Atlanta,Morning,Fall,700.0,602.0
295737.0,Lightning Charging Cable,1,2019-12-19 08:51:00,"966 10th St, Atlanta, GA 30301",14.95,8,12,2019,Thursday,December,Atlanta,Morning,Fall,14.95,12.857
295738.0,AAA Batteries (4-pack),1,2019-12-20 18:19:00,"829 7th St, Dallas, TX 75001",2.99,18,12,2019,Friday,December,Dallas,Afternoon,Fall,2.99,2.5714
295739.0,USB-C Charging Cable,1,2019-12-14 21:07:00,"949 Wilson St, Los Angeles, CA 90001",11.95,21,12,2019,Saturday,December,Los Angeles,Evening,Fall,11.95,10.277
295740.0,USB-C Charging Cable,1,2019-12-01 20:36:00,"102 Cedar St, New York City, NY 10001",11.95,20,12,2019,Sunday,December,New York City,Evening,Fall,11.95,10.277
295741.0,Apple Airpods Headphones,1,2019-12-02 21:39:00,"829 Johnson St, Boston, MA 02215",150.0,21,12,2019,Monday,December,Boston,Evening,Fall,150.0,129.0
295742.0,Apple Airpods Headphones,1,2019-12-09 23:45:00,"368 Sunset St, New York City, NY 10001",150.0,23,12,2019,Monday,December,New York City,Evening,Fall,150.0,129.0
295743.0,USB-C Charging Cable,1,2019-12-03 11:52:00,"346 South St, New York City, NY 10001",11.95,11,12,2019,Tuesday,December,New York City,Morning,Fall,11.95,10.277
295744.0,AA Batteries (4-pack),2,2019-12-19 03:54:00,"579 Lake St, San Francisco, CA 94016",3.84,3,12,2019,Thursday,December,San Francisco,Night,Fall,7.68,3.3023999999999996
295745.0,Flatscreen TV,1,2019-12-24 10:38:00,"124 Lakeview St, New York City, NY 10001",300.0,10,12,2019,Tuesday,December,New York City,Morning,Fall,300.0,258.0
295746.0,27in FHD Monitor,1,2019-12-27 16:14:00,"143 Adams St, New York City, NY 10001",149.99,16,12,2019,Friday,December,New York City,Afternoon,Fall,149.99,128.9914
295747.0,AA Batteries (4-pack),3,2019-12-10 21:50:00,"11 8th St, San Francisco, CA 94016",3.84,21,12,2019,Tuesday,December,San Francisco,Evening,Fall,11.52,3.3023999999999996
295748.0,Wired Headphones,1,2019-12-07 19:39:00,"45 Church St, Boston, MA 02215",11.99,19,12,2019,Saturday,December,Boston,Evening,Fall,11.99,10.3114
295749.0,Wired Headphones,2,2019-12-04 05:24:00,"983 Highland St, Los Angeles, CA 90001",11.99,5,12,2019,Wednesday,December,Los Angeles,Night,Fall,23.98,10.3114
295750.0,Bose SoundSport Headphones,1,2019-12-27 20:26:00,"25 Lincoln St, San Francisco, CA 94016",99.99,20,12,2019,Friday,December,San Francisco,Evening,Fall,99.99,85.9914
295751.0,AAA Batteries (4-pack),1,2019-12-29 11:03:00,"922 Hickory St, Los Angeles, CA 90001",2.99,11,12,2019,Sunday,December,Los Angeles,Morning,Fall,2.99,2.5714
295752.0,Google Phone,1,2019-12-11 12:29:00,"341 Forest St, Dallas, TX 75001",600.0,12,12,2019,Wednesday,December,Dallas,Morning,Fall,600.0,516.0
295753.0,34in Ultrawide Monitor,1,2019-12-25 06:26:00,"365 Washington St, Dallas, TX 75001",379.99,6,12,2019,Wednesday,December,Dallas,Night,Fall,379.99,326.7914
295753.0,Lightning Charging Cable,1,2019-12-25 06:26:00,"365 Washington St, Dallas, TX 75001",14.95,6,12,2019,Wednesday,December,Dallas,Night,Fall,14.95,12.857
295754.0,Lightning Charging Cable,1,2019-12-07 19:26:00,"502 Cherry St, Austin, TX 73301",14.95,19,12,2019,Saturday,December,Austin,Evening,Fall,14.95,12.857
295755.0,Apple Airpods Headphones,1,2019-12-21 06:52:00,"32 1st St, Boston, MA 02215",150.0,6,12,2019,Saturday,December,Boston,Night,Fall,150.0,129.0
295756.0,34in Ultrawide Monitor,1,2019-12-02 22:44:00,"20 Wilson St, Atlanta, GA 30301",379.99,22,12,2019,Monday,December,Atlanta,Evening,Fall,379.99,326.7914
295757.0,AA Batteries (4-pack),1,2019-12-05 08:59:00,"819 Lake St, Portland, OR 97035",3.84,8,12,2019,Thursday,December,Portland,Morning,Fall,3.84,3.3023999999999996
295758.0,Wired Headphones,1,2019-12-26 23:42:00,"910 Jackson St, New York City, NY 10001",11.99,23,12,2019,Thursday,December,New York City,Evening,Fall,11.99,10.3114
295759.0,Bose SoundSport Headphones,1,2019-12-25 06:53:00,"15 Pine St, New York City, NY 10001",99.99,6,12,2019,Wednesday,December,New York City,Night,Fall,99.99,85.9914
295759.0,Wired Headphones,1,2019-12-25 06:53:00,"15 Pine St, New York City, NY 10001",11.99,6,12,2019,Wednesday,December,New York City,Night,Fall,11.99,10.3114
295760.0,Bose SoundSport Headphones,1,2019-12-30 18:40:00,"239 4th St, Atlanta, GA 30301",99.99,18,12,2019,Monday,December,Atlanta,Afternoon,Fall,99.99,85.9914
295761.0,Lightning Charging Cable,1,2019-12-31 17:32:00,"79 Chestnut St, Dallas, TX 75001",14.95,17,12,2019,Tuesday,December,Dallas,Afternoon,Fall,14.95,12.857
295762.0,iPhone,1,2019-12-04 08:16:00,"342 9th St, New York City, NY 10001",700.0,8,12,2019,Wednesday,December,New York City,Morning,Fall,700.0,602.0
295763.0,27in FHD Monitor,1,2019-12-18 13:15:00,"594 4th St, Los Angeles, CA 90001",149.99,13,12,2019,Wednesday,December,Los Angeles,Afternoon,Fall,149.99,128.9914
295764.0,Lightning Charging Cable,1,2019-12-01 14:44:00,"734 Hill St, New York City, NY 10001",14.95,14,12,2019,Sunday,December,New York City,Afternoon,Fall,14.95,12.857
295765.0,Wired Headphones,1,2019-12-08 20:22:00,"918 4th St, Seattle, WA 98101",11.99,20,12,2019,Sunday,December,Seattle,Evening,Fall,11.99,10.3114
295766.0,Lightning Charging Cable,1,2019-12-17 22:58:00,"795 8th St, Seattle, WA 98101",14.95,22,12,2019,Tuesday,December,Seattle,Evening,Fall,14.95,12.857
295767.0,AAA Batteries (4-pack),1,2019-12-21 13:00:00,"891 7th St, New York City, NY 10001",2.99,13,12,2019,Saturday,December,New York City,Afternoon,Fall,2.99,2.5714
295768.0,AAA Batteries (4-pack),2,2019-12-22 22:36:00,"98 Johnson St, New York City, NY 10001",2.99,22,12,2019,Sunday,December,New York City,Evening,Fall,5.98,2.5714
295769.0,Bose SoundSport Headphones,1,2019-12-27 19:44:00,"309 6th St, San Francisco, CA 94016",99.99,19,12,2019,Friday,December,San Francisco,Evening,Fall,99.99,85.9914
295770.0,Bose SoundSport Headphones,1,2019-12-28 10:27:00,"307 South St, San Francisco, CA 94016",99.99,10,12,2019,Saturday,December,San Francisco,Morning,Fall,99.99,85.9914
295771.0,AAA Batteries (4-pack),1,2019-12-23 12:10:00,"352 Meadow St, San Francisco, CA 94016",2.99,12,12,2019,Monday,December,San Francisco,Morning,Fall,2.99,2.5714
295772.0,Lightning Charging Cable,1,2019-12-17 10:24:00,"44 Main St, Atlanta, GA 30301",14.95,10,12,2019,Tuesday,December,Atlanta,Morning,Fall,14.95,12.857
295773.0,Apple Airpods Headphones,1,2019-12-07 20:09:00,"632 Cherry St, Los Angeles, CA 90001",150.0,20,12,2019,Saturday,December,Los Angeles,Evening,Fall,150.0,129.0
295774.0,Bose SoundSport Headphones,1,2019-12-31 11:00:00,"196 Wilson St, Los Angeles, CA 90001",99.99,11,12,2019,Tuesday,December,Los Angeles,Morning,Fall,99.99,85.9914
295775.0,Google Phone,1,2019-12-04 15:02:00,"439 Jefferson St, Dallas, TX 75001",600.0,15,12,2019,Wednesday,December,Dallas,Afternoon,Fall,600.0,516.0
295776.0,USB-C Charging Cable,1,2019-12-22 20:23:00,"552 Hill St, Atlanta, GA 30301",11.95,20,12,2019,Sunday,December,Atlanta,Evening,Fall,11.95,10.277
295777.0,AAA Batteries (4-pack),1,2019-12-09 19:47:00,"598 14th St, Atlanta, GA 30301",2.99,19,12,2019,Monday,December,Atlanta,Evening,Fall,2.99,2.5714
295778.0,AA Batteries (4-pack),1,2019-12-08 21:09:00,"820 Adams St, San Francisco, CA 94016",3.84,21,12,2019,Sunday,December,San Francisco,Evening,Fall,3.84,3.3023999999999996
295779.0,Wired Headphones,1,2019-12-25 15:40:00,"201 Madison St, Los Angeles, CA 90001",11.99,15,12,2019,Wednesday,December,Los Angeles,Afternoon,Fall,11.99,10.3114
295780.0,USB-C Charging Cable,1,2019-12-26 00:08:00,"864 Hickory St, Boston, MA 02215",11.95,0,12,2019,Thursday,December,Boston,Night,Fall,11.95,10.277
295781.0,USB-C Charging Cable,1,2019-12-08 12:32:00,"413 Forest St, Boston, MA 02215",11.95,12,12,2019,Sunday,December,Boston,Morning,Fall,11.95,10.277
295782.0,34in Ultrawide Monitor,1,2019-12-19 20:06:00,"544 South St, Dallas, TX 75001",379.99,20,12,2019,Thursday,December,Dallas,Evening,Fall,379.99,326.7914
295783.0,Vareebadd Phone,1,2019-12-06 12:41:00,"87 5th St, San Francisco, CA 94016",400.0,12,12,2019,Friday,December,San Francisco,Morning,Fall,400.0,344.0
295783.0,USB-C Charging Cable,1,2019-12-06 12:41:00,"87 5th St, San Francisco, CA 94016",11.95,12,12,2019,Friday,December,San Francisco,Morning,Fall,11.95,10.277
295784.0,USB-C Charging Cable,1,2019-12-31 13:04:00,"935 Jackson St, Seattle, WA 98101",11.95,13,12,2019,Tuesday,December,Seattle,Afternoon,Fall,11.95,10.277
295785.0,Bose SoundSport Headphones,1,2019-12-09 20:35:00,"801 West St, Boston, MA 02215",99.99,20,12,2019,Monday,December,Boston,Evening,Fall,99.99,85.9914
295786.0,USB-C Charging Cable,1,2019-12-24 10:27:00,"859 12th St, Atlanta, GA 30301",11.95,10,12,2019,Tuesday,December,Atlanta,Morning,Fall,11.95,10.277
295786.0,Apple Airpods Headphones,1,2019-12-24 10:27:00,"859 12th St, Atlanta, GA 30301",150.0,10,12,2019,Tuesday,December,Atlanta,Morning,Fall,150.0,129.0
295787.0,USB-C Charging Cable,1,2019-12-28 21:03:00,"458 Elm St, Atlanta, GA 30301",11.95,21,12,2019,Saturday,December,Atlanta,Evening,Fall,11.95,10.277
295788.0,AA Batteries (4-pack),1,2019-12-28 20:30:00,"885 Lincoln St, Los Angeles, CA 90001",3.84,20,12,2019,Saturday,December,Los Angeles,Evening,Fall,3.84,3.3023999999999996
295789.0,Lightning Charging Cable,1,2019-12-05 15:09:00,"157 Main St, Austin, TX 73301",14.95,15,12,2019,Thursday,December,Austin,Afternoon,Fall,14.95,12.857
295790.0,Lightning Charging Cable,1,2019-12-05 19:20:00,"420 Center St, Los Angeles, CA 90001",14.95,19,12,2019,Thursday,December,Los Angeles,Evening,Fall,14.95,12.857
295791.0,USB-C Charging Cable,1,2019-12-14 10:22:00,"286 North St, New York City, NY 10001",11.95,10,12,2019,Saturday,December,New York City,Morning,Fall,11.95,10.277
295792.0,Lightning Charging Cable,1,2019-12-20 09:46:00,"5 11th St, San Francisco, CA 94016",14.95,9,12,2019,Friday,December,San Francisco,Morning,Fall,14.95,12.857
295793.0,Google Phone,1,2019-12-15 11:26:00,"275 Jackson St, San Francisco, CA 94016",600.0,11,12,2019,Sunday,December,San Francisco,Morning,Fall,600.0,516.0
295793.0,USB-C Charging Cable,1,2019-12-15 11:26:00,"275 Jackson St, San Francisco, CA 94016",11.95,11,12,2019,Sunday,December,San Francisco,Morning,Fall,11.95,10.277
295794.0,27in 4K Gaming Monitor,1,2019-12-20 15:43:00,"796 Chestnut St, Boston, MA 02215",389.99,15,12,2019,Friday,December,Boston,Afternoon,Fall,389.99,335.3914
295795.0,Apple Airpods Headphones,1,2019-12-08 20:01:00,"177 Walnut St, Los Angeles, CA 90001",150.0,20,12,2019,Sunday,December,Los Angeles,Evening,Fall,150.0,129.0
295796.0,Lightning Charging Cable,1,2019-12-13 21:11:00,"677 Lakeview St, Seattle, WA 98101",14.95,21,12,2019,Friday,December,Seattle,Evening,Fall,14.95,12.857
295797.0,Wired Headphones,1,2019-12-16 09:23:00,"163 Washington St, Portland, ME 04101",11.99,9,12,2019,Monday,December,Portland,Morning,Fall,11.99,10.3114
295798.0,Wired Headphones,1,2019-12-05 12:10:00,"372 Chestnut St, Austin, TX 73301",11.99,12,12,2019,Thursday,December,Austin,Morning,Fall,11.99,10.3114
295799.0,AAA Batteries (4-pack),1,2019-12-22 08:02:00,"236 Elm St, Los Angeles, CA 90001",2.99,8,12,2019,Sunday,December,Los Angeles,Morning,Fall,2.99,2.5714
295800.0,AAA Batteries (4-pack),1,2019-12-29 10:07:00,"140 10th St, Atlanta, GA 30301",2.99,10,12,2019,Sunday,December,Atlanta,Morning,Fall,2.99,2.5714
295801.0,Lightning Charging Cable,1,2019-12-19 12:57:00,"943 Johnson St, San Francisco, CA 94016",14.95,12,12,2019,Thursday,December,San Francisco,Morning,Fall,14.95,12.857
295802.0,34in Ultrawide Monitor,1,2019-12-11 19:45:00,"838 Ridge St, San Francisco, CA 94016",379.99,19,12,2019,Wednesday,December,San Francisco,Evening,Fall,379.99,326.7914
